STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
TN,1986,59833.70,56842.01,2991.68,0.05,0.476,0.005
TN,1986,61188.10,58128.70,3059.41,0.05,0.487,0.007
TN,1986,62561.45,59433.38,3128.07,0.05,0.498,0.009
TN,1986,63940.44,60743.42,3197.02,0.05,0.509,0.012
TN,1987,65292.54,62027.92,3264.63,0.05,0.519,0.015
TN,1987,66547.79,63220.40,3327.39,0.05,0.529,0.018
TN,1987,67659.82,64276.83,3382.99,0.05,0.538,0.022
TN,1987,68633.48,65201.80,3431.67,0.05,0.546,0.026
TN,1988,69466.82,65993.48,3473.34,0.05,0.553,0.029
TN,1988,70177.10,66668.25,3508.86,0.05,0.558,0.032
TN,1988,70794.87,67255.13,3539.74,0.05,0.563,0.034
TN,1988,71369.14,67800.68,3568.46,0.05,0.568,0.037
TN,1989,71941.87,68344.78,3597.09,0.05,0.572,0.040
TN,1989,72516.21,68890.40,3625.81,0.05,0.577,0.044
TN,1989,73067.71,69414.32,3653.39,0.05,0.581,0.047
TN,1989,73576.81,69813.04,3763.77,0.05,0.585,0.050
TN,1990,74039.24,70171.12,3868.12,0.05,0.589,0.051
TN,1990,74470.23,70570.83,3899.40,0.05,0.592,0.052
TN,1990,74798.30,70992.04,3806.26,0.05,0.595,0.050
TN,1990,75175.54,71416.76,3758.78,0.05,0.598,0.050
TN,1991,75641.13,71859.07,3782.06,0.05,0.602,0.050
TN,1991,76191.68,72382.09,3809.58,0.05,0.606,0.052
TN,1991,76833.46,72991.79,3841.67,0.05,0.611,0.056
TN,1991,77567.30,73688.93,3878.36,0.05,0.617,0.061
TN,1992,78359.67,74441.68,3917.98,0.05,0.623,0.067
TN,1992,79202.18,75242.07,3960.11,0.05,0.630,0.075
TN,1992,80132.05,76125.45,4006.60,0.05,0.637,0.084
TN,1992,81138.95,77082.00,4056.95,0.05,0.645,0.095
TN,1993,82250.12,78137.61,4112.51,0.05,0.654,0.109
TN,1993,83506.15,79229.63,4276.52,0.05,0.664,0.127
TN,1993,84887.07,79798.23,5088.83,0.06,0.675,0.151
TN,1993,86366.32,80345.65,6020.67,0.07,0.687,0.179
TN,1994,87908.30,80858.64,7049.65,0.08,0.699,0.210
TN,1994,89482.17,81368.61,8113.56,0.09,0.712,0.242
TN,1994,91072.24,81919.75,9152.49,0.10,0.724,0.274
TN,1994,92675.11,82555.71,10119.41,0.11,0.737,0.304
TN,1995,94302.64,83322.69,10979.95,0.12,0.750,0.331
TN,1995,95933.92,84139.86,11794.07,0.12,0.763,0.357
TN,1995,97577.11,84972.38,12604.73,0.13,0.776,0.383
TN,1995,99214.87,85766.97,13447.91,0.14,0.789,0.410
TN,1996,100811.99,86465.30,14346.70,0.14,0.802,0.438
TN,1996,102364.72,87097.99,15266.73,0.15,0.814,0.467
TN,1996,103858.04,87656.49,16201.55,0.16,0.826,0.497
TN,1996,105271.90,88146.74,17125.16,0.16,0.837,0.527
TN,1997,106621.77,88579.98,18041.79,0.17,0.848,0.557
TN,1997,107926.23,88978.72,18947.51,0.18,0.858,0.586
TN,1997,109223.52,89373.60,19849.92,0.18,0.869,0.616
TN,1997,110583.08,89794.26,20788.82,0.19,0.880,0.647
TN,1998,112041.00,90275.78,21765.22,0.19,0.891,0.680
TN,1998,113585.67,90774.05,22811.62,0.20,0.903,0.715
TN,1998,115177.97,91281.97,23895.99,0.21,0.916,0.752
TN,1998,116791.03,91778.87,25012.16,0.21,0.929,0.789
TN,1999,118398.75,92255.64,26143.12,0.22,0.942,0.827
TN,1999,119973.98,92696.77,27277.21,0.23,0.954,0.865
TN,1999,121514.68,93115.63,28399.05,0.23,0.967,0.902
TN,1999,122996.11,93518.51,29477.60,0.24,0.978,0.938
TN,2000,124393.45,93857.52,30535.93,0.25,0.989,0.972
TN,2000,125718.90,94354.97,31363.93,0.25,1.000,1.000
TN,2000,126973.45,95022.12,31951.33,0.25,1.010,1.021
TN,2000,128190.16,95934.58,32255.57,0.25,1.020,1.035
TN,2001,129412.93,97226.06,32186.87,0.25,1.029,1.040
TN,2001,130668.00,98547.77,32120.22,0.25,1.039,1.041
TN,2001,131991.15,99838.43,32152.72,0.24,1.050,1.045
TN,2001,133398.34,100940.69,32457.65,0.24,1.061,1.057
TN,2002,134860.11,101668.90,33191.21,0.25,1.073,1.080
TN,2002,136387.83,102237.70,34150.13,0.25,1.085,1.113
TN,2002,138011.90,102670.16,35341.74,0.26,1.098,1.154
TN,2002,139735.72,103058.16,36677.56,0.26,1.111,1.200
TN,2003,141595.01,103542.82,38052.20,0.27,1.126,1.249
TN,2003,143581.22,104239.78,39341.44,0.27,1.142,1.294
TN,2003,145700.06,105384.87,40315.19,0.28,1.159,1.328
TN,2003,147966.09,107184.13,40781.96,0.28,1.177,1.346
TN,2004,150388.75,109724.04,40664.71,0.27,1.196,1.344
TN,2004,153017.69,112786.56,40231.13,0.26,1.217,1.332
TN,2004,155865.62,115978.25,39887.36,0.26,1.240,1.323
TN,2004,158938.21,118929.13,40009.08,0.25,1.264,1.330
TN,2005,162267.52,121372.31,40895.21,0.25,1.291,1.363
TN,2005,165818.52,123433.20,42385.33,0.26,1.319,1.416
TN,2005,169588.73,125346.41,44242.32,0.26,1.349,1.481
TN,2005,173500.96,127344.08,46156.88,0.27,1.380,1.549
TN,2006,177407.30,129570.69,47836.61,0.27,1.411,1.610
TN,2006,181150.98,131809.09,49341.89,0.27,1.441,1.665
TN,2006,184624.28,133758.08,50866.20,0.28,1.469,1.722
TN,2006,187741.38,135114.11,52627.28,0.28,1.493,1.786
TN,2007,190355.77,135783.26,54572.51,0.29,1.514,1.860
TN,2007,192294.10,136131.40,56162.70,0.29,1.530,1.919
TN,2007,193406.08,136859.64,56546.44,0.29,1.538,1.937
TN,2007,193669.81,138619.75,55050.05,0.28,1.540,1.890
TN,2008,193188.81,141790.09,51398.72,0.27,1.537,1.768
TN,2008,192153.93,145674.05,46479.88,0.24,1.528,1.601
TN,2008,190839.48,149289.83,41549.65,0.22,1.518,1.433
TN,2008,189502.33,151659.40,37842.93,0.20,1.507,1.306
TN,2009,188343.23,152103.37,36239.87,0.19,1.498,1.252
TN,2009,187343.62,151191.05,36152.56,0.19,1.490,1.250
TN,2009,186477.03,149773.46,36703.57,0.20,1.483,1.269
TN,2009,185622.15,148708.46,36913.68,0.20,1.476,1.277
TN,2010,184689.82,148606.13,36083.69,0.20,1.469,1.246
TN,2010,183721.00,149498.71,34222.28,0.19,1.461,1.183
TN,2010,182721.70,151033.27,31688.43,0.17,1.453,1.097
TN,2010,181898.55,152913.20,28985.34,0.16,1.447,1.004
TN,2011,181466.48,154911.39,26555.09,0.15,1.443,0.923
TN,2011,181619.56,156802.70,24816.86,0.14,1.445,0.864
TN,2011,182369.67,158521.06,23848.61,0.13,1.451,0.832
TN,2011,183527.87,159963.21,23564.66,0.13,1.460,0.823
TN,2012,185180.83,161066.86,24113.97,0.13,1.473,0.843
TN,2012,187421.17,161993.75,25427.42,0.14,1.491,0.890
TN,2012,190158.54,162925.47,27233.07,0.14,1.513,0.955
TN,2012,193328.91,164050.99,29277.93,0.15,1.538,1.028
TN,2013,196799.66,165511.16,31288.50,0.16,1.565,1.100
TN,2013,200382.49,167257.82,33124.67,0.17,1.594,1.166
TN,2013,203976.06,169195.83,34780.23,0.17,1.622,1.226
TN,2013,207542.36,171230.43,36311.93,0.17,1.651,1.282
TN,2014,211054.40,174400.78,36653.62,0.17,1.679,1.296
TN,2014,214564.87,174518.41,40046.46,0.19,1.707,1.418
TN,2014,218177.22,178163.48,40013.74,0.18,1.735,1.418
TN,2014,221964.24,181717.50,40246.74,0.18,1.766,1.429
TN,2015,226009.15,181834.36,44174.80,0.20,1.798,1.571
TN,2015,230160.51,180030.80,50129.71,0.22,1.831,1.785
TN,2015,234434.78,180947.44,53487.34,0.23,1.865,1.907
TX,1975,22736.90,21600.06,1136.85,0.05,0.201,0.000
TX,1975,23387.62,22218.24,1169.38,0.05,0.207,0.000
TX,1975,24032.26,22830.65,1201.61,0.05,0.212,0.000
TX,1975,24721.49,23485.42,1236.07,0.05,0.218,0.000
TX,1976,25457.20,24184.34,1272.86,0.05,0.225,0.000
TX,1976,26260.73,24947.70,1313.04,0.05,0.232,0.000
TX,1976,27091.24,25736.68,1354.56,0.05,0.239,0.000
TX,1976,27998.17,26598.26,1399.91,0.05,0.247,0.000
TX,1977,29027.46,27576.09,1451.37,0.05,0.256,0.000
TX,1977,30163.41,28655.24,1508.17,0.05,0.266,0.000
TX,1977,31369.79,29801.30,1568.49,0.05,0.277,0.000
TX,1977,32709.77,31074.28,1635.49,0.05,0.289,0.000
TX,1978,34177.81,32468.92,1708.89,0.05,0.302,0.000
TX,1978,35755.19,33967.43,1787.76,0.05,0.316,0.000
TX,1978,37428.52,35557.10,1871.43,0.05,0.331,0.001
TX,1978,39170.38,37211.86,1958.52,0.05,0.346,0.001
TX,1979,40924.47,38878.25,2046.22,0.05,0.361,0.002
TX,1979,42659.11,40526.16,2132.96,0.05,0.377,0.002
TX,1979,44340.60,42123.57,2217.03,0.05,0.392,0.003
TX,1979,45962.70,43664.57,2298.14,0.05,0.406,0.003
TX,1980,47542.64,45165.50,2377.13,0.05,0.420,0.004
TX,1980,49070.04,46616.54,2453.50,0.05,0.433,0.005
TX,1980,50540.41,48013.39,2527.02,0.05,0.446,0.006
TX,1980,52067.81,49464.42,2603.39,0.05,0.460,0.007
TX,1981,53762.35,51074.23,2688.12,0.05,0.475,0.008
TX,1981,55706.35,52921.04,2785.32,0.05,0.492,0.010
TX,1981,57777.47,54888.60,2888.87,0.05,0.510,0.013
TX,1981,59819.51,56572.74,3246.77,0.05,0.528,0.015
TX,1982,61659.85,58143.69,3516.16,0.06,0.545,0.017
TX,1982,63192.23,59688.17,3504.06,0.06,0.558,0.017
TX,1982,64437.01,61083.17,3353.84,0.05,0.569,0.016
TX,1982,65475.04,62201.29,3273.75,0.05,0.578,0.016
TX,1983,66316.21,63000.40,3315.81,0.05,0.586,0.016
TX,1983,67002.25,63652.14,3350.11,0.05,0.592,0.017
TX,1983,67600.96,64177.70,3423.26,0.05,0.597,0.020
TX,1983,68181.43,64151.88,4029.55,0.06,0.602,0.023
TX,1984,68794.98,64012.79,4782.19,0.07,0.608,0.028
TX,1984,69484.76,63837.70,5647.06,0.08,0.614,0.033
TX,1984,70215.76,63699.24,6516.52,0.09,0.620,0.038
TX,1984,70920.66,63671.16,7249.50,0.10,0.626,0.042
TX,1985,71611.74,63803.64,7808.11,0.11,0.632,0.046
TX,1985,72342.23,64062.08,8280.15,0.11,0.639,0.049
TX,1985,73105.74,64384.98,8720.76,0.12,0.646,0.051
TX,1985,73877.94,64712.14,9165.80,0.12,0.653,0.054
TX,1986,74601.83,65014.02,9587.81,0.13,0.659,0.057
TX,1986,75101.85,65256.24,9845.61,0.13,0.663,0.059
TX,1986,75220.88,65476.37,9744.52,0.13,0.664,0.058
TX,1986,74961.54,65695.75,9265.79,0.12,0.662,0.056
TX,1987,74378.26,65916.91,8461.35,0.11,0.657,0.051
TX,1987,73520.98,66179.16,7341.81,0.10,0.649,0.044
TX,1987,72574.52,66463.18,6111.34,0.08,0.641,0.037
TX,1987,71788.15,66765.79,5022.36,0.07,0.634,0.030
TX,1988,71325.89,67081.52,4244.37,0.06,0.630,0.026
TX,1988,71183.33,67401.20,3782.13,0.05,0.629,0.023
TX,1988,71274.75,67711.01,3563.74,0.05,0.630,0.021
TX,1988,71620.89,68039.85,3581.04,0.05,0.633,0.022
TX,1989,72229.65,68618.17,3611.48,0.05,0.638,0.024
TX,1989,73049.52,69397.04,3652.48,0.05,0.645,0.027
TX,1989,73980.11,70281.10,3699.01,0.05,0.653,0.032
TX,1989,74902.79,70870.70,4032.09,0.05,0.662,0.035
TX,1990,75792.79,71555.22,4237.57,0.06,0.669,0.037
TX,1990,76658.93,72301.24,4357.69,0.06,0.677,0.038
TX,1990,76991.35,72970.42,4020.93,0.05,0.680,0.035
TX,1990,77291.82,73427.23,3864.59,0.05,0.683,0.034
TX,1991,77604.35,73724.13,3880.22,0.05,0.685,0.035
TX,1991,77926.91,74030.56,3896.35,0.05,0.688,0.039
TX,1991,78287.17,74372.81,3914.36,0.05,0.691,0.043
TX,1991,78721.07,74785.02,3936.05,0.05,0.695,0.049
TX,1992,79256.06,75293.26,3962.80,0.05,0.700,0.054
TX,1992,79859.57,75866.59,3992.98,0.05,0.705,0.059
TX,1992,80544.14,76516.93,4027.21,0.05,0.711,0.063
TX,1992,81292.98,77228.33,4064.65,0.05,0.718,0.068
TX,1993,82092.68,77988.05,4104.63,0.05,0.725,0.075
TX,1993,82947.19,78799.83,4147.36,0.05,0.733,0.082
TX,1993,83834.22,79642.51,4191.71,0.05,0.740,0.091
TX,1993,84712.02,80476.42,4235.60,0.05,0.748,0.100
TX,1994,85534.28,81257.57,4276.71,0.05,0.755,0.108
TX,1994,86272.60,81958.97,4313.63,0.05,0.762,0.115
TX,1994,86933.02,82586.36,4346.65,0.05,0.768,0.119
TX,1994,87544.72,83167.49,4377.24,0.05,0.773,0.122
TX,1995,88138.44,83731.52,4406.92,0.05,0.778,0.124
TX,1995,88732.03,84295.43,4436.60,0.05,0.784,0.126
TX,1995,89332.27,84865.66,4466.61,0.05,0.789,0.128
TX,1995,89929.64,85433.16,4496.48,0.05,0.794,0.130
TX,1996,90510.91,85985.36,4525.55,0.05,0.799,0.133
TX,1996,91073.82,86520.13,4553.69,0.05,0.804,0.136
TX,1996,91634.09,87052.39,4581.70,0.05,0.809,0.141
TX,1996,92218.34,87607.42,4610.92,0.05,0.814,0.149
TX,1997,92878.23,88234.31,4643.91,0.05,0.820,0.161
TX,1997,93662.28,88979.17,4683.11,0.05,0.827,0.178
TX,1997,94600.94,89870.89,4730.05,0.05,0.836,0.202
TX,1997,95721.93,90935.83,4786.10,0.05,0.845,0.230
TX,1998,97017.35,92166.48,4850.87,0.05,0.857,0.263
TX,1998,98453.90,93531.21,4922.70,0.05,0.870,0.302
TX,1998,100016.94,94311.73,5705.21,0.06,0.883,0.352
TX,1998,101682.68,95021.89,6660.79,0.07,0.898,0.412
TX,1999,103444.44,95625.06,7819.38,0.08,0.914,0.484
TX,1999,105298.24,96113.16,9185.08,0.09,0.930,0.570
TX,1999,107230.49,96499.69,10730.80,0.10,0.947,0.668
TX,1999,109226.16,96795.63,12430.53,0.11,0.965,0.776
TX,2000,111240.11,96994.10,14246.00,0.13,0.982,0.889
TX,2000,113222.10,97247.52,15974.58,0.14,1.000,1.000
TX,2000,115129.09,97619.99,17509.11,0.15,1.017,1.100
TX,2000,116914.36,98202.58,18711.78,0.16,1.033,1.181
TX,2001,118549.09,99108.77,19440.33,0.16,1.047,1.237
TX,2001,120024.91,100106.36,19918.55,0.17,1.060,1.273
TX,2001,121354.53,101124.91,20229.62,0.17,1.072,1.298
TX,2001,122570.82,102036.25,20534.57,0.17,1.083,1.322
TX,2002,123709.42,102705.45,21003.98,0.17,1.093,1.353
TX,2002,124788.15,103212.50,21575.64,0.17,1.102,1.394
TX,2002,125801.70,103552.32,22249.38,0.18,1.111,1.442
TX,2002,126762.35,103752.50,23009.86,0.18,1.120,1.496
TX,2003,127681.47,103898.69,23782.78,0.19,1.128,1.552
TX,2003,128595.35,104209.39,24385.96,0.19,1.136,1.596
TX,2003,129549.27,104993.35,24555.92,0.19,1.144,1.612
TX,2003,130584.54,106545.91,24038.64,0.18,1.153,1.582
TX,2004,131734.19,109029.40,22704.79,0.17,1.164,1.498
TX,2004,133020.66,112150.63,20870.03,0.16,1.175,1.380
TX,2004,134470.70,115458.48,19012.21,0.14,1.188,1.260
TX,2004,136119.30,118513.02,17606.28,0.13,1.202,1.170
TX,2005,137991.89,120974.72,17017.17,0.12,1.219,1.132
TX,2005,140083.43,122993.97,17089.45,0.12,1.237,1.140
TX,2005,142368.20,124791.21,17576.99,0.12,1.257,1.176
TX,2005,144799.95,126598.53,18201.42,0.13,1.279,1.222
TX,2006,147317.54,128594.54,18723.00,0.13,1.301,1.262
TX,2006,149860.01,130599.86,19260.15,0.13,1.324,1.303
TX,2006,152374.64,132429.73,19944.91,0.13,1.346,1.354
TX,2006,154764.09,133880.00,20884.09,0.13,1.367,1.423
TX,2007,156896.54,134854.92,22041.62,0.14,1.386,1.507
TX,2007,158651.98,135669.76,22982.22,0.14,1.401,1.577
TX,2007,159970.57,136752.54,23218.03,0.15,1.413,1.598
TX,2007,160843.89,138527.93,22315.96,0.14,1.421,1.541
TX,2008,161306.91,141235.27,20071.64,0.12,1.425,1.389
TX,2008,161479.23,144375.81,17103.42,0.11,1.426,1.186
TX,2008,161476.69,147266.42,14210.27,0.09,1.426,0.988
TX,2008,161383.98,149226.18,12157.80,0.08,1.425,0.846
TX,2009,161349.62,149787.78,11561.84,0.07,1.425,0.806
TX,2009,161421.36,149330.90,12090.46,0.07,1.426,0.844
TX,2009,161570.47,148445.71,13124.75,0.08,1.427,0.917
TX,2009,161708.05,147720.74,13987.31,0.09,1.428,0.979
TX,2010,161701.53,147613.28,14088.26,0.09,1.428,0.986
TX,2010,161480.92,148168.42,13312.50,0.08,1.426,0.933
TX,2010,161075.94,149263.74,11812.19,0.07,1.423,0.829
TX,2010,160650.88,150791.34,9859.54,0.06,1.419,0.693
TX,2011,160479.57,152455.59,8023.98,0.05,1.417,0.553
TX,2011,160738.88,152701.94,8036.94,0.05,1.420,0.438
TX,2011,161530.32,153453.80,8076.52,0.05,1.427,0.386
TX,2011,162921.60,154775.52,8146.08,0.05,1.439,0.387
TX,2012,164891.12,155616.98,9274.15,0.06,1.456,0.441
TX,2012,167339.63,156125.39,11214.24,0.07,1.478,0.534
TX,2012,170152.07,156572.56,13579.51,0.08,1.503,0.648
TX,2012,173209.81,157229.99,15979.82,0.09,1.530,0.765
TX,2013,176442.01,158303.33,18138.68,0.10,1.558,0.870
TX,2013,179837.74,159738.94,20098.80,0.11,1.588,0.967
TX,2013,183347.10,161418.46,21928.64,0.12,1.619,1.058
TX,2013,186929.61,163223.73,23705.88,0.13,1.651,1.147
TX,2014,190522.33,166264.87,24257.46,0.13,1.683,1.177
TX,2014,194117.85,166405.00,27712.85,0.14,1.714,1.348
TX,2014,197821.77,169907.72,27914.04,0.14,1.747,1.362
TX,2014,201638.55,173323.73,28314.82,0.14,1.781,1.385
TX,2015,205569.83,173471.35,32098.48,0.16,1.816,1.575
TX,2015,209566.34,171799.83,37766.51,0.18,1.851,1.859
TX,2015,213585.54,172728.56,40856.99,0.19,1.886,2.018
UT,1975,33978.33,32279.42,1698.92,0.05,0.191,0.007
UT,1975,34854.50,33111.77,1742.72,0.05,0.195,0.008
UT,1975,35751.01,33963.46,1787.55,0.05,0.200,0.010
UT,1975,36734.74,34898.00,1836.74,0.05,0.206,0.013
UT,1976,37746.79,35767.18,1979.60,0.05,0.212,0.017
UT,1976,38815.84,36164.32,2651.52,0.07,0.218,0.023
UT,1976,40019.26,36624.18,3395.08,0.08,0.224,0.030
UT,1976,41386.90,37222.54,4164.36,0.10,0.232,0.036
UT,1977,42989.32,38002.46,4986.86,0.12,0.241,0.044
UT,1977,44783.64,38913.57,5870.07,0.13,0.251,0.052
UT,1977,46738.63,39861.36,6877.26,0.15,0.262,0.061
UT,1977,48812.83,40756.83,8055.99,0.17,0.274,0.072
UT,1978,51010.78,41558.05,9452.73,0.19,0.286,0.086
UT,1978,53216.80,42308.64,10908.16,0.20,0.298,0.100
UT,1978,55401.34,43128.53,12272.81,0.22,0.311,0.113
UT,1978,57506.47,44123.75,13382.72,0.23,0.322,0.125
UT,1979,59435.00,45355.21,14079.79,0.24,0.333,0.132
UT,1979,61075.70,46748.79,14326.91,0.23,0.342,0.136
UT,1979,62390.78,48172.00,14218.78,0.23,0.350,0.136
UT,1979,63451.86,49499.19,13952.67,0.22,0.356,0.134
UT,1980,64363.30,50647.31,13715.99,0.21,0.361,0.133
UT,1980,65287.06,51649.67,13637.39,0.21,0.366,0.133
UT,1980,66369.91,52598.10,13771.81,0.21,0.372,0.135
UT,1980,67515.23,53576.24,13938.99,0.21,0.379,0.138
UT,1981,68672.82,54658.33,14014.49,0.20,0.385,0.140
UT,1981,69784.49,55864.84,13919.66,0.20,0.391,0.140
UT,1981,70738.72,57212.36,13526.37,0.19,0.397,0.136
UT,1981,71517.02,58715.32,12801.70,0.18,0.401,0.130
UT,1982,72162.02,60359.12,11802.90,0.16,0.405,0.120
UT,1982,72859.83,61975.71,10884.12,0.15,0.409,0.111
UT,1982,73610.57,63379.57,10230.99,0.14,0.413,0.105
UT,1982,74276.01,64379.87,9896.15,0.13,0.417,0.102
UT,1983,74679.18,64833.75,9845.42,0.13,0.419,0.102
UT,1983,74842.64,64900.94,9941.71,0.13,0.420,0.103
UT,1983,74839.11,64754.65,10084.46,0.13,0.420,0.105
UT,1983,74866.42,64582.91,10283.51,0.14,0.420,0.107
UT,1984,74994.44,64549.16,10445.28,0.14,0.421,0.109
UT,1984,75270.26,64650.83,10619.44,0.14,0.422,0.112
UT,1984,75655.96,64882.96,10772.99,0.14,0.424,0.114
UT,1984,76132.17,65231.40,10900.77,0.14,0.427,0.115
UT,1985,76742.11,65673.71,11068.41,0.14,0.430,0.117
UT,1985,77359.39,66183.31,11176.08,0.14,0.434,0.119
UT,1985,77970.83,66715.47,11255.36,0.14,0.437,0.120
UT,1985,78574.76,67229.65,11345.11,0.14,0.441,0.121
UT,1986,79154.14,67700.90,11453.24,0.14,0.444,0.123
UT,1986,79560.26,68116.00,11444.26,0.14,0.446,0.123
UT,1986,79745.93,68493.45,11252.48,0.14,0.447,0.121
UT,1986,79711.26,68845.15,10866.11,0.14,0.447,0.117
UT,1987,79449.37,69173.92,10275.46,0.13,0.446,0.111
UT,1987,78943.59,69501.97,9441.62,0.12,0.443,0.102
UT,1987,78303.21,69824.25,8478.96,0.11,0.439,0.092
UT,1987,77743.10,70143.87,7599.23,0.10,0.436,0.083
UT,1988,77373.44,70464.29,6909.15,0.09,0.434,0.075
UT,1988,77206.02,70790.90,6415.12,0.08,0.433,0.070
UT,1988,77211.51,71128.48,6083.03,0.08,0.433,0.066
UT,1988,77419.31,71482.23,5937.08,0.08,0.434,0.065
UT,1989,77824.80,71855.01,5969.79,0.08,0.436,0.065
UT,1989,78395.40,72219.02,6176.38,0.08,0.440,0.068
UT,1989,79096.19,72550.58,6545.61,0.08,0.444,0.072
UT,1989,79864.24,72822.96,7041.28,0.09,0.448,0.078
UT,1990,80696.10,73005.92,7690.17,0.10,0.453,0.085
UT,1990,81591.37,73154.04,8437.33,0.10,0.458,0.093
UT,1990,82573.06,73287.75,9285.31,0.11,0.463,0.103
UT,1990,83646.33,73440.81,10205.52,0.12,0.469,0.113
UT,1991,84859.08,73651.21,11207.87,0.13,0.476,0.125
UT,1991,86182.86,73909.17,12273.69,0.14,0.483,0.137
UT,1991,87666.66,74229.47,13437.19,0.15,0.492,0.151
UT,1991,89370.95,74618.73,14752.21,0.17,0.501,0.167
UT,1992,91344.03,75120.88,16223.15,0.18,0.512,0.185
UT,1992,93631.13,75626.80,18004.33,0.19,0.525,0.206
UT,1992,96305.69,76159.20,20146.48,0.21,0.540,0.232
UT,1992,99477.47,76700.00,22777.48,0.23,0.558,0.263
UT,1993,103152.02,77159.15,25992.87,0.25,0.578,0.300
UT,1993,107299.63,77737.23,29562.40,0.28,0.602,0.343
UT,1993,111827.01,78382.87,33444.14,0.30,0.627,0.389
UT,1993,116544.65,79121.36,37423.29,0.32,0.654,0.437
UT,1994,121250.18,79985.13,41265.06,0.34,0.680,0.485
UT,1994,125780.54,80887.96,44892.58,0.36,0.705,0.530
UT,1994,129967.42,81798.42,48169.00,0.37,0.729,0.572
UT,1994,133766.40,82664.25,51102.15,0.38,0.750,0.610
UT,1995,137233.52,83535.41,53698.11,0.39,0.770,0.646
UT,1995,140466.98,84243.73,56223.25,0.40,0.788,0.680
UT,1995,143606.75,84925.25,58681.51,0.41,0.805,0.714
UT,1995,146657.85,85632.23,61025.62,0.42,0.822,0.746
UT,1996,149583.61,86330.42,63253.19,0.42,0.839,0.776
UT,1996,152280.63,87156.63,65124.00,0.43,0.854,0.803
UT,1996,154699.88,87993.59,66706.28,0.43,0.867,0.826
UT,1996,156819.17,88793.47,68025.70,0.43,0.879,0.846
UT,1997,158691.08,89547.81,69143.27,0.44,0.890,0.865
UT,1997,160436.79,90309.52,70127.27,0.44,0.900,0.881
UT,1997,162109.98,91203.85,70906.13,0.44,0.909,0.895
UT,1997,163759.07,92343.82,71415.25,0.44,0.918,0.906
UT,1998,165416.49,93862.07,71554.41,0.43,0.928,0.913
UT,1998,167045.33,95456.36,71588.98,0.43,0.937,0.918
UT,1998,168613.77,97005.19,71608.58,0.42,0.946,0.922
UT,1998,170156.42,98317.61,71838.82,0.42,0.954,0.929
UT,1999,171618.98,99231.97,72387.02,0.42,0.962,0.939
UT,1999,173012.25,99892.73,73119.52,0.42,0.970,0.952
UT,1999,174363.47,100416.14,73947.33,0.42,0.978,0.966
UT,1999,175706.76,100944.19,74762.57,0.43,0.985,0.979
UT,2000,177031.08,101405.19,75625.90,0.43,0.993,0.991
UT,2000,178332.50,102267.33,76065.17,0.43,1.000,1.000
UT,2000,179607.31,103331.56,76275.75,0.42,1.007,1.007
UT,2000,180822.81,104587.84,76234.98,0.42,1.014,1.012
UT,2001,181993.33,106293.95,75699.38,0.42,1.021,1.014
UT,2001,183094.59,107729.27,75365.32,0.41,1.027,1.015
UT,2001,184144.81,109102.28,75042.53,0.41,1.033,1.015
UT,2001,185207.84,110345.80,74862.04,0.40,1.039,1.017
UT,2002,186310.88,111234.96,75075.92,0.40,1.045,1.021
UT,2002,187482.50,112132.91,75349.58,0.40,1.051,1.028
UT,2002,188784.63,112852.56,75932.07,0.40,1.059,1.040
UT,2002,190243.10,113370.72,76872.39,0.40,1.067,1.057
UT,2003,191830.84,113748.31,78082.53,0.41,1.076,1.078
UT,2003,193648.18,114196.24,79451.94,0.41,1.086,1.101
UT,2003,195743.09,115071.70,80671.39,0.41,1.098,1.123
UT,2003,198229.68,116708.60,81521.09,0.41,1.112,1.139
UT,2004,201293.19,119325.37,81967.82,0.41,1.129,1.150
UT,2004,205040.64,122605.86,82434.78,0.40,1.150,1.162
UT,2004,209584.23,126135.22,83449.01,0.40,1.175,1.181
UT,2004,215061.19,129488.66,85572.53,0.40,1.206,1.216
UT,2005,221622.56,132258.76,89363.80,0.40,1.243,1.274
UT,2005,229413.00,134747.24,94665.76,0.41,1.286,1.356
UT,2005,238459.07,137073.73,101385.34,0.43,1.337,1.460
UT,2005,248570.10,139443.00,109127.10,0.44,1.394,1.580
UT,2006,259434.43,142091.91,117342.52,0.45,1.455,1.710
UT,2006,270710.92,144717.05,125993.87,0.47,1.518,1.846
UT,2006,281926.38,147258.25,134668.13,0.48,1.581,1.985
UT,2006,292389.38,149559.42,142829.96,0.49,1.640,2.118
UT,2007,301191.25,151738.01,149453.24,0.50,1.689,2.232
UT,2007,307505.08,153571.38,153933.70,0.50,1.724,2.311
UT,2007,310702.61,155593.29,155109.32,0.50,1.742,2.340
UT,2007,310695.50,158149.63,152545.87,0.49,1.742,2.311
UT,2008,307837.80,161387.96,146449.84,0.48,1.726,2.227
UT,2008,302603.00,165048.50,137554.50,0.45,1.697,2.099
UT,2008,295737.36,168526.50,127210.86,0.43,1.658,1.948
UT,2008,288112.94,171273.94,116839.00,0.41,1.616,1.794
UT,2009,280583.86,172859.63,107724.23,0.38,1.573,1.659
UT,2009,273691.23,173544.80,100146.44,0.37,1.535,1.546
UT,2009,267838.66,173634.29,94204.37,0.35,1.502,1.458
UT,2009,262944.61,173463.36,89481.25,0.34,1.474,1.388
